Sr No,MODULE_NAME,SUB_MODULE_NAME,API_path,HTTP_Method,API_name,Contoller_Name,Claim_name,ACTION,Role_name
220,INSTITUTE_MODULE,INSTITUTE,/api/v1//programme/program_structure/{programId},GET,,ProgrammeInterface.programStructure,,,
221,INSTITUTE_MODULE,INSTITUTE,/api/v1/getProgrammeByType/{type},GET,,ProgrammeInterface.getProgrammeByType,,,
222,INSTITUTE_MODULE,INSTITUTE,/api/v1/program_structure/{programmeId},GET,,ProgrammeInterface.getProgramStructure,,,
223,INSTITUTE_MODULE,INSTITUTE,/api/v1/getProgrameById/{programmeId},GET,,ProgrammeInterface.getProgrammeById,,,
224,INSTITUTE_MODULE,INSTITUTE,/api/v1/location/{programmeId},PUT,,ProgrammeInterface.updateLocation,,,
225,INSTITUTE_MODULE,INSTITUTE,/api/v1/prerequisites/{programId},PUT,,ProgrammeInterface.updateCurriculum,,,
226,INSTITUTE_MODULE,INSTITUTE,/api/v1/prerequisites/{programmeId},GET,,ProgrammeInterface.getPrerequisites,,,
227,INSTITUTE_MODULE,INSTITUTE,/api/v1/curriculum/{programmeId},GET,,ProgrammeInterface.getCurriculum,,,
228,INSTITUTE_MODULE,INSTITUTE,/api/v1/savelocation/{programId},PUT,,ProgrammeInterface.saveLocation,,,
229,INSTITUTE_MODULE,INSTITUTE,/api/v1/locationBy/{programId},GET,,ProgrammeInterface.getLocationByProgramId,,,
